Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4wmDScqiSAfRwuenaf7oe8,"Stay - Sneijder Remix","Stay (Sneijder Remix)","Ben Gold,SIVAN,Sneijder",2019-02-22,213913,24,killbottt,2024-04-16T09:57:41Z,"progressive house,progressive trance,trance,uplifting trance","Who's Afraid Of 138?!",0.521,0.952,0,-5.564,0,0.0661,0.0473,0.00233,0.306,0.134,137.976,4
6BxSem6OQcmyQf4hDd81Rt,"Oceans","Oceans","Dash Berlin",2021-09-17,222072,47,killbottt,2024-04-16T09:48:26Z,"big room,dutch house,dutch trance,edm,pop dance,progressive electro house,progressive house,trance,uplifting trance","North Sea Music",0.49,0.861,11,-2.683,0,0.0445,0.0496,0,0.102,0.324,132.014,4
62xtSQguqbLBVPvT7BueHA,"U - Bryan Kearney Remix","Vocal Trance Hits 2015","Gareth Emery,Bo Bruce,Bryan Kearney",2015-03-06,252826,4,killbottt,2024-04-16T09:48:26Z,"edm,pop dance,progressive electro house,progressive house,trance,vocal trance,uplifting trance","ARVA",0.482,0.979,7,-6.958,1,0.0736,0.00536,0.0134,0.336,0.104,138.001,4
4fnaYQZTGxPTpxcjSC2v5L,"Shivers","A State Of Trance - 15 Years","Armin van Buuren,Susana",2016-09-30,191840,34,killbottt,2024-04-16T09:48:26Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance,uplifting trance,vocal trance","Armada Music Albums",0.461,0.894,1,-7.386,1,0.0339,0.0014,0.0731,0.12,0.286,135.003,4
5zIEeQy802I9ZLmPOebO8W,"Shining Star - Rework","Shining Star (Rework)","CJ Stone",2023-05-05,172173,33,killbottt,2024-07-12T10:49:08Z,"bubble trance,hands up","Future Sequence",0.422,0.951,3,-3.238,0,0.0605,0.303,0.898,0.0575,0.389,138.02,4
7DX2yjPWPI4SjqRxnFtDA1,"Words","Words","Andy Judge",2024-05-17,228144,37,killbottt,2024-07-12T11:07:12Z,"","Future Sequence",0.379,0.992,1,-5.278,1,0.0799,0.000141,0.783,0.0923,0.176,139.998,4
2me45KyRa8Rwrr2tGKHlbc,"Cream - Radio Edit","In Da Mix (Super Deluxe Edition)","Blank & Jones",1999-05-03,196484,0,killbottt,2024-07-12T11:09:21Z,"chill lounge,german techno,trance","Soundcolours",0.56,0.931,7,-6.892,1,0.0379,0.00159,0.92,0.318,0.471,139.987,4
02i8dpBrQBQ20gp5hsYzzY,"Interstellar [Cornfield Chase] - York's Back In Time Mix","Interstellar [Cornfield Chase] (York’s Back In Time Mix)","Torsten Stenzel,YORK",2024-03-29,213202,31,killbottt,2024-07-12T11:09:57Z,"german techno,german trance,trance","Black Hole Recordings",0.376,0.973,9,-7.394,0,0.0461,0.0111,0.875,0.0781,0.208,137.994,4
1dpOQym1uT3wJEjiAIIdk1,"Beyond This Realm","Beyond This Realm","XiJaro & Pitch",2022-03-25,241714,11,killbottt,2024-07-17T08:42:46Z,"dutch trance,uplifting trance","Reason II Rise Music",0.429,0.979,9,-5.627,0,0.101,0.000756,0.83,0.587,0.099,140.032,4
1x9U1182gisWzhpOABPrko,"In The Dark - Extended Mix","In The Dark","Jerome Isma-Ae,Weekend Heroes",2023-05-15,365901,10,killbottt,2024-04-16T09:49:23Z,"munich electronic,progressive house","Anjunabeats",0.677,0.83,1,-7.201,1,0.0417,0.0254,0.724,0.104,0.0382,122.987,4
5eTaQYBE1yrActixMAeLcZ,"Miracle (with Ellie Goulding)","Miracle (with Ellie Goulding)","Calvin Harris,Ellie Goulding",2023-03-10,186496,75,killbottt,2024-04-16T09:49:23Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance,indietronica,metropopolis,uk pop","Columbia",0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,4
5QiCJ1Uxzk1lgzbuk9WH2L,"Awakening - Radio Edit","Symsonic","Rank 1",2002-03-09,175106,40,killbottt,2024-04-16T09:49:23Z,"dutch trance,progressive house,trance,uplifting trance","Be Yourself Music",0.595,0.929,4,-9.097,1,0.0447,0.00618,0.889,0.0888,0.844,137.991,4
2zI4py4xY6v4vIrAlR6GtP,"For An Angel - PvD Angel In Heaven Radio Edit","For An Angel","Paul van Dyk",1994-12-05,233243,62,killbottt,2024-04-16T09:49:23Z,"german techno,trance,uplifting trance","VANDIT Records",0.668,0.982,9,-7.979,0,0.0331,0.0437,0.849,0.887,0.591,138.223,4
0TZL4krCFcuTlYZ8J9kcBX,"Greece 2000","Greece 2000","Three Drives On A Vinyl,Three Drives",1997-06-01,234773,54,killbottt,2024-04-16T09:49:23Z,"bubble trance,classic progressive house,deep progressive trance,dutch trance","Armada Music",0.707,0.842,1,-11.393,0,0.0532,0.00618,0.871,0.0628,0.763,131.783,4
294bZQoJEueD2ys3wrNDmI,"Airwave - Radio Vocal Edit","Airwave","Rank 1",2000-01-01,179800,52,killbottt,2024-04-16T09:49:23Z,"dutch trance,progressive house,trance,uplifting trance","Be Yourself Music",0.511,0.792,2,-11.87,0,0.0284,0.000563,0.83,0.123,0.235,136.06,4
1ubUt4CFrrwgBxTQfQFYLn,"Carte Blanche (Mixed)","Trance Top 1000 - Mini Mix 007","Veracocha",2018-06-22,82298,47,killbottt,2024-04-16T09:49:23Z,"dutch trance,trance","Armada Music Albums",0.592,0.904,10,-8.286,0,0.0287,0.000148,0.757,0.259,0.547,140.042,4
3HyU67HfMANQxFg34kHfco,"Silence - Airscape Remix Edit","Silence","Delerium,Sarah McLachlan,Airscape",2004,231306,47,killbottt,2024-04-16T09:49:23Z,"gregorian dance,canadian pop,canadian singer-songwriter,ectofolk,lilith,permanent wave,pop rock,bubble trance,deep progressive trance,trance","Nettwerk Music Group",0.557,0.942,9,-6.058,0,0.0452,0.075,0.282,0.0445,0.309,136.023,4
5r2qH0BLeoxg1q6X1wC8sn,"Enigma","Enigma","Talla 2XLC",2023-06-02,198260,15,killbottt,2024-04-16T09:49:23Z,"bubble trance,frankfurt electronic,german techno,trance,uplifting trance","That's Trance!",0.453,0.994,7,-4.671,0,0.109,0.0191,0.956,0.275,0.133,137.958,4
5cu4WgqjBHMoDTS4WKRfum,"Coming On Strong (Mixed)","Trance Top 1000 - Ibiza Anthems Mini Mix 2","Signum,Scott Mac",2019-05-17,70079,47,killbottt,2024-04-16T09:49:23Z,"dutch trance,trance,uplifting trance","Armada Music Albums",0.635,0.935,3,-11.327,0,0.0506,0.0109,0.882,0.0834,0.639,136.959,4
7v4J6QfxOM19QhrxhWB0r1,"Empire Of Hearts","Empire Of Hearts","GAIA",2014-03-24,198186,42,killbottt,2024-04-16T09:49:23Z,"trance,uplifting trance","Armind",0.497,0.931,7,-8.73,0,0.0735,0.00128,0.882,0.354,0.286,131.954,4
4uapmVeTavuYG6jT7XMNx0,"Adagio","Adagio","Alexander Popov",2021-02-12,210000,25,killbottt,2024-04-16T09:49:23Z,"progressive house,progressive trance,russian trance,trance,uplifting trance","Interplay Records",0.471,0.941,8,-7.011,1,0.0419,0.00159,0.911,0.265,0.175,138.007,4
7yRaH85JngRfncgrjIpgIl,"Arise - Original Mix","Wave Force/Arise","Perry O'Neil",2004-09-13,518733,1,killbottt,2024-04-16T09:49:23Z,"dutch trance","Electronic Elements (Armada Music)",0.623,0.861,1,-9.904,0,0.0572,0.000581,0.888,0.0724,0.528,127.986,4
4GnrZBPISmuKKI4fUXPnlJ,"Mind Circles - Original Mix","Mind Circles","St. John,Locust",2003-11-07,552402,7,killbottt,2024-04-16T09:49:23Z,"","A State of Trance (Armada Music)",0.57,0.843,1,-9.334,1,0.062,0.000735,0.903,0.0697,0.429,138.016,4
47wAu2rJmKwCHulpcrRvYP,"Wave Force - Original Mix","Wave Force/Arise","Perry O'Neil",2004-09-13,583053,10,killbottt,2024-04-16T09:49:23Z,"dutch trance","Electronic Elements (Armada Music)",0.754,0.606,10,-9.179,0,0.0666,0.000301,0.939,0.0958,0.815,132.016,4
5MRtZ4EDOAJV9Eis87C90w,"Fade 2 Black - Original Mix","Fade 2 Black","M6",2008-07-28,530624,0,killbottt,2024-04-16T09:49:23Z,"deep uplifting trance,uplifting trance","Captivating Sounds (Armada Music)",0.833,0.688,4,-12.504,0,0.165,0.00307,0.862,0.161,0.108,128.023,4
3SWVSagqHZBfkOTdAkDsum,"Character","Character","Mark Sixma",2013-11-18,225454,13,killbottt,2024-04-16T09:49:23Z,"dutch trance,progressive electro house,progressive house,trance,uplifting trance","A State of Trance",0.571,0.938,1,-5.437,0,0.0407,0.0238,0.17,0.492,0.276,131.954,4
7lh33PKFEE3RWUfm7f89c6,"Requiem","Requiem","Mark Sixma",2013-04-22,222461,13,killbottt,2024-04-16T09:49:23Z,"dutch trance,progressive electro house,progressive house,trance,uplifting trance","Mainstage Music",0.586,0.935,7,-5.819,1,0.0589,0.00151,0.809,0.0944,0.151,130.036,4
6LlJGLhqoYkxCjNOhwnFof,"Coral","Coral","Hal Stucker",2016-01-22,232000,7,killbottt,2024-04-16T09:49:23Z,"","Statement!",0.597,0.762,5,-8.365,0,0.0342,0.000632,0.0633,0.608,0.244,128.009,4
1p5V6ALDLn6r3duh2jsJ3t,"Sunhump 2006","Terminal 4 The Highlights","Richard Durand",2009-04-14,505786,0,killbottt,2024-04-16T09:49:23Z,"dutch trance,progressive house,progressive trance,trance,uplifting trance","Terminal4",0.785,0.861,6,-11.295,1,0.0544,0.00132,0.851,0.215,0.694,133.802,4
3i5vtGotcdhgIb6lRKdL3K,"Dream Machine","Dream Machine","Ton TB",2004,524493,0,killbottt,2024-04-16T09:49:23Z,"dutch trance","Black Hole Recordings",0.533,0.856,10,-10.353,0,0.0309,0.000045,0.936,0.087,0.0739,137.992,4
0hiEhIBAEP4hl65EiUctWB,"Circa-Forever - Aly & Fila Remix","Circa-Forever","Rapid Eye,Aly & Fila",2002-07-01,463074,7,killbottt,2024-04-16T09:49:23Z,"progressive house,trance,uplifting trance","ARVAS",0.603,0.935,9,-6.333,0,0.0511,0.000188,0.917,0.283,0.659,140,4
2wajWETG1aSOm8mr1Hk7y0,"Heart Collider","Heart Collider","Driftmoon",2023-06-02,216391,7,killbottt,2024-04-16T09:49:23Z,"progressive house,progressive trance,progressive uplifting trance,trance,uplifting trance","Black Hole Recordings",0.4,0.999,7,-5.477,0,0.0909,0.0000389,0.731,0.872,0.0493,138.001,4
4Wg5DsAFbZ9G44iSy3qQ5Y,"REFLEXION (ASOT 2023 Anthem) [ASOT 1126] [Service For Dreamers]","ASOT 1126 - A State of Trance Episode 1126 (Live From De Zalmhaven, Rotterdam)","Armin van Buuren,Cosmic Gate",2023-06-22,228920,2,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance,german techno,german trance,progressive trance","A State Of Trance Radio",0.462,0.934,2,-7.134,1,0.0399,0.000153,0.881,0.517,0.264,130.01,4
07GLPKs62D34LyVzaNWjET,"Silver Bath","A State Of Trance 500 (Selected by Armin van Buuren, Markus Schulz, Paul Oakenfold, Cosmic Gate & Andy Moor)","Plastic Boy",2011-04-15,230434,22,killbottt,2024-04-16T09:49:23Z,"belgian dance,deep progressive trance","Armada Music Albums",0.542,0.776,1,-11.105,1,0.0358,0.038,0.932,0.119,0.628,138.007,4
6ZUbY0f6xNPFBW18Nlg7xB,"The Legacy - Alphazone Remix","The Legacy (Remixes)","Saltwater,Alphazone",2019-04-26,201267,39,killbottt,2024-04-16T09:49:23Z,"german techno,hard trance","Armada Music Bundles",0.371,0.97,5,-6.985,0,0.0432,0.00667,0.953,0.0526,0.689,140,4
3FL7mu5Zb1Y7MsHN0mpM40,"Carte Blanche - KhoMha Remix","Carte Blanche (KhoMha Remix)","Veracocha,KhoMha",2019-03-22,180857,46,killbottt,2024-04-16T09:49:23Z,"dutch trance,trance,deep uplifting trance,progressive house,uplifting trance","A State of Trance",0.492,0.909,10,-8.81,0,0.0449,0.000492,0.887,0.196,0.0584,128.032,4
3ZWR6Z93wx0TmxX56e4gth,"Synaesthesia - Radio Edit","A State Of Trance 550","The Thrillseekers",2012-03-30,171090,34,killbottt,2024-04-16T09:49:23Z,"progressive house,progressive trance,trance,uplifting trance","Armada Music Albums",0.546,0.896,7,-8.837,0,0.0325,0.0124,0.857,0.284,0.214,140.008,4
2kB6CJ7nntOksozbxfKNpy,"Deadline - Radio Edit","A State Of Trance 600","Dutch Force",2013-05-04,205347,21,killbottt,2024-04-16T09:49:23Z,"","Armada Music Albums",0.53,0.931,5,-7.083,0,0.0384,0.00468,0.795,0.164,0.518,137.044,4
22dUzMFttcR3uU17NcOAIv,"Desire (with Sam Smith)","Desire (with Sam Smith)","Calvin Harris,Sam Smith",2023-07-28,179161,74,killbottt,2024-04-16T09:49:23Z,"dance pop,edm,electro house,house,pop,progressive house,uk dance,uk pop","Columbia",0.587,0.924,11,-5.433,0,0.0457,0.0311,0.0171,0.23,0.509,140.009,4
0k4VYBvduvpyR8yry2YnoO,"When We Come Alive","ASOT 1131 - A State of Trance Episode 1131 (Including A State of Trance Radio Top 50 - 2023, Vol. 1)","Armin van Buuren,Vini Vici,ALBA",2023-07-27,180024,1,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance,progressive uplifting trance","A State Of Trance Radio",0.575,0.948,9,-4.87,1,0.141,0.00141,0.000119,0.332,0.102,103.474,3
1d7yJTKinV6y8SpIheDUdl,"9910 (ASOT 1134) [Tune Of The Week]","ASOT 1134 - A State of Trance Episode 1134","Orjan Nilsen",2023-08-17,203050,0,killbottt,2024-04-16T09:49:23Z,"progressive electro house,progressive house,trance,uplifting trance","A State Of Trance Radio",0.57,0.834,1,-7.23,1,0.0413,0.0116,0.597,0.62,0.102,130.006,4
5K7EXhEFrzNt9ovegrIcHW,"Lost - Club Mix","Lost","Sunlounger,Zara Taylor,Nils Hoffmann",2008-12-22,563362,19,killbottt,2024-04-16T09:49:23Z,"trance,vocal trance,deep euro house,deep minimal techno,melodic house","Magic Island Recordings",0.714,0.532,11,-8.693,1,0.052,0.0818,0.222,0.0588,0.488,129.992,4
0USVM6Sf6nqHEo5TwPDJcA,"Lifting You Higher (ASOT 900 Anthem) [ASOT 902] - Blasterjaxx Remix","ASOT 902 - A State Of Trance Episode 902","Armin van Buuren,Blasterjaxx",2019-02-21,179840,9,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance,big room,electro house,progressive electro house,slap house","A State Of Trance Radio",0.49,0.712,9,-13.105,0,0.0414,0.000198,0.823,0.0793,0.185,131.956,4
6p4BjpYBIFYoDuJkoXSfs0,"Kalopsia - Matt Fax Remix","Kalopsia (Matt Fax Remix)","The Blizzard,Matt Fax",2023-08-25,221422,30,killbottt,2024-04-16T09:49:23Z,"progressive house,progressive trance,trance,uplifting trance,melodic house","Armind",0.568,0.995,10,-5.121,0,0.0406,0.00182,0.355,0.373,0.225,126.025,4
1mlzmEA1gOCmgjGCDoucGM,"Dark Space (ASOT 1136)","ASOT 1136 - A State of Trance Episode 1136","Trance Wax",2023-08-31,186623,32,killbottt,2024-04-16T09:49:23Z,"","A State Of Trance Radio",0.561,0.933,10,-7.264,0,0.0436,0.00104,0.697,0.198,0.164,126.017,4
2EsyBR7TFSJfkDxFHlT08z,"Another Way","10 Years Of Suanda Music - Mixed by Michael Milov","Michael Milov",2023-06-16,165217,32,killbottt,2024-04-16T09:49:23Z,"russian trance","Suanda Music",0.459,0.99,6,-5.907,0,0.113,0.0017,0.907,0.408,0.199,137.986,4
2tbH0jOydZBMil8SBI3zUY,"Love Is a Drug","Love Is a Drug","Armin van Buuren,Anne Gudrun",2023-09-08,200625,28,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance","Kontor Records",0.622,0.963,6,-3.226,0,0.0565,0.0213,0.0636,0.428,0.258,127.961,4
7AkRhuITv8J1h3UpScU3mc,"Digital Symphony","Digital Symphony","Giuseppe Ottaviani",2023-08-04,216363,24,killbottt,2024-04-16T09:49:23Z,"italian trance,progressive house,trance,uplifting trance","Revealed Recordings",0.572,0.984,7,-4.172,1,0.165,0.0215,0.00465,0.309,0.098,131.979,4
6ExD95lCdjXqenZv1BPpqQ,"Lose This Feeling","Lose This Feeling","Armin van Buuren",2023-09-01,146996,30,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance","Kontor Records",0.49,0.866,0,-7.391,0,0.0758,0.00902,0.694,0.132,0.296,149.915,4
1eIjjLGI2Ikx4J0oIXmE2h,"Summer Calling - Airwave Radio Edit","A State Of Trance Classics, Vol. 7","Andain,Airwave",2012-11-02,255223,25,killbottt,2024-04-16T09:49:23Z,"trance,uplifting trance,vocal trance,progressive trance","Armada Music",0.546,0.904,10,-8.691,0,0.043,0.00119,0.492,0.366,0.0388,133.994,4
12cm0a6oZarQcZ4fZyHVpD,"Fable - Dream Version","Dreamland incl. One and One","Robert Miles",1996-11-09,432933,0,killbottt,2024-04-16T09:49:23Z,"dream trance,eurodance,trance","Deconstruction",0.6,0.812,1,-10.212,0,0.0269,0.0227,0.918,0.787,0.271,136.081,4
56mM63bVuSWXXbjg2eqsE3,"Words","Seven Ways","Paul van Dyk",1996-06-17,579360,13,killbottt,2024-04-16T09:49:23Z,"german techno,trance,uplifting trance","VANDIT Records",0.61,0.75,1,-12.779,1,0.0379,0.000215,0.925,0.12,0.429,149.997,4
39TCsy3tu2xSPYEo6excU7,"Superstring - RANK 1's Radio Edit","Superstring","Cygnus X,Rank 1",1996,187520,46,killbottt,2024-04-16T09:49:23Z,"bubble trance,german techno,trance,dutch trance,progressive house,uplifting trance","Be Yourself Music",0.604,0.759,0,-11.315,1,0.045,0.00308,0.813,0.606,0.519,139.076,4
2VW6HO7fSA4dkbGgG1xkdn,"The Theme","The Theme","Jurgen Vries",2002-09-02,187343,43,killbottt,2024-04-16T09:49:23Z,"hard trance","ARVAS",0.444,0.998,2,-4.232,0,0.11,0.0000216,0.943,0.387,0.141,136.003,4
29xhHp7I079jDveVcoShIk,"Satellite - Above & Beyond Mix (Edit)","Satellite","Above & Beyond,OceanLab",2015-03-24,209653,40,killbottt,2024-04-16T09:49:23Z,"edm,progressive house,progressive trance,trance,uplifting trance","Anjunabeats",0.505,0.945,9,-5.712,0,0.071,0.0135,0.0000789,0.0589,0.208,139.975,4
4EozhiAsKLnLBpxeLgwD4M,"Athanasia","Athanasia","Alex M.O.R.P.H.,Temple One",2023-07-21,200000,18,killbottt,2024-04-16T09:49:23Z,"german techno,german trance,progressive house,progressive trance,trance,uplifting trance,progressive uplifting trance","Morphland",0.499,0.901,4,-7.466,0,0.0379,0.00468,0.787,0.391,0.0488,137.989,4
3RLYXVhEX3SKr1X3UIfPtk,"Mistral","Mistral","Gareth Emery",2023-08-04,197231,36,killbottt,2024-04-16T09:49:23Z,"edm,pop dance,progressive electro house,progressive house,trance","Gareth Emery",0.399,0.973,6,-7.226,0,0.0294,0.00164,0.933,0.394,0.312,140.008,4
5WzvG1NFVoZEO2GJBOP1kp,"I Turn to You","I Turn to You","Roman Messer,Airwalk3r",2023-07-21,213802,33,killbottt,2024-04-16T09:49:23Z,"progressive uplifting trance,russian trance","Future Sequence",0.537,0.972,3,-6.173,0,0.0369,0.00259,0.00588,0.312,0.332,141.935,4
5NHIscFGmKvTHwlJicFaaK,"Headliner (ASOT 1145) [Service For Dreamers]","ASOT 1145 - A State of Trance Episode 1145 (Including A State of Trance Radio Top 50 - 2023, Vol. 2)","Jorn Van Deynhoven",2023-11-02,180840,10,killbottt,2024-04-16T09:49:23Z,"progressive house,progressive trance,trance,uplifting trance","A State Of Trance Radio",0.403,0.934,7,-7.134,0,0.122,0.000227,0.969,0.0902,0.0743,137.989,4
4TvWgymXM4iswW8NCwZZSh,"Energy Of Life","Energy Of Life","LÜRUM",2023-05-05,200952,21,killbottt,2024-04-16T09:49:23Z,"","Armind",0.48,0.906,6,-6.806,0,0.0412,0.000365,0.896,0.339,0.0355,125.959,4
1yZBuUYcA0Ug7Y7ImNdhwt,"Zodiac","Zodiac","Agents Of Time",2023-05-12,342857,49,killbottt,2024-04-16T09:49:23Z,"italian techno,melodic house","Time Machine Recordings",0.656,0.84,10,-9.02,0,0.0475,0.0745,0.903,0.101,0.186,125.997,4
44GQ3W3ukPg9hkvqd6dSy7,"Greece 2000 - KREAM Remix","Greece 2000 (KREAM Remix)","Three Drives On A Vinyl,Three Drives,KREAM",2023-04-28,215040,27,killbottt,2024-04-16T09:49:23Z,"bubble trance,classic progressive house,deep progressive trance,dutch trance,pop dance","Kontor Records",0.632,0.936,6,-7.413,0,0.037,0.0394,0.791,0.18,0.226,124.982,4
27577uLZj8VSp2JrMesPJU,"Airwave >Breathing< (Radio Edit)","Symsonic","Rank 1",2004-03-29,179506,18,killbottt,2024-04-16T09:49:23Z,"dutch trance,progressive house,trance,uplifting trance","KONTOR RECORDS",0.4,0.75,5,-10.181,1,0.0421,0.00507,0.000323,0.0866,0.131,139.027,4
47st2meAZHGnG9UJU1YyVU,"Silence - DJ Tiësto's in Search of Sunrise Remix","Magik Six (Live in Amsterdam)","Delerium,Tiësto",2000-06-23,692513,38,killbottt,2024-04-16T09:49:23Z,"gregorian dance,big room,brostep,dutch edm,edm,house,pop dance,progressive electro house,slap house,trance","Black Hole Recordings",0.621,0.828,11,-7.665,0,0.0584,0.00136,0.585,0.0577,0.131,137.992,4
2zM1zEjv2JX1qTmSDeB8IL,"Concrete Angel - Radio Edit","Concrete Angel","Gareth Emery,Christina Novelli",2012-02-13,235024,56,killbottt,2024-04-16T09:49:23Z,"edm,pop dance,progressive electro house,progressive house,trance,vocal trance","Gareth Emery",0.63,0.892,7,-5.122,1,0.041,0.0105,0.0069,0.144,0.557,130.012,4
2QBUUOrY5ZeosMurXkMckC,"Air For Life - Edit","Andrew Bayer Presents: 20 Years Of Anjunabeats","Above & Beyond,Andy Moor",2020-11-26,224082,32,killbottt,2024-04-16T09:49:23Z,"edm,progressive house,progressive trance,trance,uplifting trance","Anjunabeats",0.404,0.804,8,-7.985,0,0.124,0.000799,0.0112,0.589,0.274,132.04,4
0jJtOt57bhFAz7ccgGkxWJ,"Out Of The Blue","Out Of The Blue (Ilan Bluestone Remix)","System F",2020-09-25,233160,42,killbottt,2024-04-16T09:49:23Z,"bouncy house,dutch trance,trance","Flashover Recordings",0.543,0.971,7,-6.292,1,0.0389,0.000244,0.808,0.0518,0.734,140.017,4
0W0tn4jpmnwnPZxO8nyhS7,"Communication - Album Mix","76","Armin van Buuren",2003-06-16,256133,36,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance","Armada Music Albums",0.453,0.796,10,-15.188,0,0.0468,0.0144,0.94,0.0991,0.15,135.198,4
7imdlxmN8ORoiwbje4KcDy,"Can't Sleep - Radio Edit","Can't Sleep","Above & Beyond",2006-03-07,192866,37,killbottt,2024-04-16T09:49:23Z,"edm,progressive house,progressive trance,trance,uplifting trance","Anjunabeats",0.641,0.932,7,-5.797,0,0.0658,0.0657,0.0353,0.06,0.335,132.991,4
3uMZMYC0GurzpeTf9QvPe0,"Castles In The Sky","Vocal Trance Hits - The Anthems","Ian van Dahl,Marsha",2019-05-31,227133,51,killbottt,2024-04-16T09:49:23Z,"belgian dance,bouncy house,eurodance","Armada Music Albums",0.578,0.87,0,-6.422,0,0.0323,0.00268,0.412,0.0346,0.667,139.992,4
7bbY135gafWRikvA2f9jjA,"Follow Me - Lange's Club Mix","I Believe / Follow Me","Lange,The Morrighan",2003-05-06,392560,45,killbottt,2024-04-16T09:49:23Z,"progressive house,progressive trance,trance,uplifting trance,deep progressive trance","UMC (Universal Music Catalogue)",0.557,0.908,0,-8.494,1,0.0443,0.00017,0.747,0.183,0.498,139.854,4
0ZcJZSx8cZndVwZrudIFy9,"1998","1998","Binary Finary",1998,233906,40,killbottt,2024-04-16T09:49:23Z,"acid trance,algorave,bubble trance,trance,uplifting trance","Armada Music Albums",0.433,0.879,7,-7.908,1,0.0392,0.000733,0.648,0.0712,0.503,149.96,4
1u8gw65yb6kRCBqNDFSwHj,"Universal Nation","Trance Top 1000 - The Best Of","Push",2010-12-17,225841,44,killbottt,2024-04-16T09:49:23Z,"belgian dance,bubble trance,trance","Armada Music Albums",0.707,0.905,8,-8.726,1,0.0511,0.0358,0.916,0.0862,0.674,137.997,4
5asPiKKWxcex5P2Te0Mo2z,"Happiness Happening (ASOT 1151) - Shugz Remix","ASOT 1151 - A State of Trance Episode 1151 [Including Live at Sunburn Festival India 2018 (Highlights)]","Lost Witness,Shugz",2023-12-14,205750,10,killbottt,2024-04-16T09:49:23Z,"bouncy house,deep uplifting trance,trance,tech trance","A State Of Trance Radio",0.546,0.877,2,-6.713,1,0.034,0.000403,0.118,0.426,0.528,140.043,4
7eYSwZbMakLpCCjBoju78p,"Soundwave","Soundwave","Whiteout",2023-12-15,210909,19,killbottt,2024-04-16T09:49:23Z,"progressive trance","A State of Trance",0.564,0.98,7,-7.229,1,0.0471,0.000827,0.829,0.362,0.0386,131.992,4
7Fqb5u0eNnz5AXwFHFEmTx,"I Live For That Energy (ASOT 800 Anthem)","I Live For That Energy (ASOT 800 Anthem) EP","Armin van Buuren",2016-12-01,197920,36,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance","A State of Trance",0.488,0.948,1,-6.213,0,0.039,0.000592,0.687,0.207,0.205,131.95,4
4b2ra1KF5am316iB0FcMT9,"Destination (A State of Trance 2024 Anthem)","Destination (A State of Trance 2024 Anthem)","Armin van Buuren,Ferry Corsten,Rank 1,Ruben de Ronde",2023-09-22,193790,28,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance,progressive trance,uplifting trance","Kontor Records",0.491,0.958,8,-5.843,1,0.0323,0.000345,0.645,0.592,0.341,138.008,4
33UtO3dXhS5JOzvU6WQxm2,"Love Is a Drug - Extended Mix","Love Is a Drug","Armin van Buuren,Anne Gudrun",2023-09-08,322595,8,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance","Kontor Records",0.681,0.928,6,-3.812,0,0.0603,0.0095,0.331,0.103,0.19,127.996,4
4PYXGDrtmqxJVLgoisURr3,"Space Case - Extended Mix","Space Case","Armin van Buuren",2023-08-11,392712,5,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance","Kontor Records",0.372,0.91,9,-4.022,0,0.053,0.0194,0.868,0.125,0.338,149.994,4
2nfHtKszA0Ae7vQJXbARp7,"Another Riff For The Good Times","Another Riff For The Good Times / Daydreaming","Yotto",2020-07-07,228843,36,killbottt,2024-04-16T09:49:23Z,"finnish edm,melodic house,progressive house","Anjunadeep",0.728,0.666,1,-8.237,1,0.0609,0.0179,0.833,0.0932,0.307,121.013,4
1FzbOPWCZiNxnLjAhY1jAR,"In And Out Of Love","In And Out of Love","Armin van Buuren,Sharon Den Adel",2008-08-04,181680,62,killbottt,2024-04-16T09:49:23Z,"dutch house,dutch trance,edm,pop dance,progressive house,trance,hel","Armada Music Albums",0.526,0.705,5,-6.777,0,0.0301,0.067,0.000064,0.125,0.413,134.947,4
3Q2M6sNKDwoqZGBvwdFqZr,"Adagio For Strings","Just Be","Tiësto",2009-07-22,443426,56,killbottt,2024-04-16T09:49:23Z,"big room,brostep,dutch edm,edm,house,pop dance,progressive electro house,slap house,trance","Magik Muzik",0.604,0.939,10,-7.49,0,0.0544,0.0102,0.698,0.0723,0.205,139.975,4
